,equity
2020-05-24 00:00:00+00:00,1.0904534880384955
2020-05-25 00:00:00+00:00,1.0914066816469208
2020-05-26 00:00:00+00:00,1.0923598752553458
2020-05-27 00:00:00+00:00,1.093313068863771
2020-05-28 00:00:00+00:00,1.0942662624721964
2020-05-29 00:00:00+00:00,1.0952194560806219
2020-05-30 00:00:00+00:00,1.0961726496890472
2020-05-31 00:00:00+00:00,1.0971258432974724
2020-06-01 00:00:00+00:00,1.0980790369058977
2020-06-02 00:00:00+00:00,1.099032230514323
2020-06-03 00:00:00+00:00,1.0999854241227482
2020-06-04 00:00:00+00:00,1.1009386177311735
2020-06-05 00:00:00+00:00,1.1018918113395988
2020-06-06 00:00:00+00:00,1.1028450049480243
2020-06-07 00:00:00+00:00,1.1037981985564493
2020-06-08 00:00:00+00:00,1.1047513921648748
2020-06-09 00:00:00+00:00,1.1057045857732999
2020-06-10 00:00:00+00:00,1.1066577793817252
2020-06-11 00:00:00+00:00,1.1076109729901507
2020-06-12 00:00:00+00:00,1.108564166598576
2020-06-13 00:00:00+00:00,1.1095173602070012
2020-06-14 00:00:00+00:00,1.1104705538154265
2020-06-15 00:00:00+00:00,1.1114237474238517
2020-06-16 00:00:00+00:00,1.112376941032277
2020-06-17 00:00:00+00:00,1.1133301346407023
2020-06-18 00:00:00+00:00,1.1142833282491276
2020-06-19 00:00:00+00:00,1.1152365218575526
2020-06-20 00:00:00+00:00,1.116189715465978
2020-06-21 00:00:00+00:00,1.1171429090744032
2020-06-22 00:00:00+00:00,1.1180961026828282
2020-06-23 00:00:00+00:00,1.1190492962912535
2020-06-24 00:00:00+00:00,1.1200024898996788
2020-06-25 00:00:00+00:00,1.120955683508104
2020-06-26 00:00:00+00:00,1.1219088771165293
2020-06-27 00:00:00+00:00,1.1228620707249546
2020-06-28 00:00:00+00:00,1.12381526433338
2020-06-29 00:00:00+00:00,1.1247684579418051
2020-06-30 00:00:00+00:00,1.1257216515502304
2020-07-01 00:00:00+00:00,1.126674845158656
2020-07-02 00:00:00+00:00,1.127628038767081
2020-07-03 00:00:00+00:00,1.1285812323755062
2020-07-04 00:00:00+00:00,1.1295344259839315
2020-07-05 00:00:00+00:00,1.1304876195923566
2020-07-06 00:00:00+00:00,1.1314408132007818
2020-07-07 00:00:00+00:00,1.1323940068092069
2020-07-08 00:00:00+00:00,1.1333472004176322
2020-07-09 00:00:00+00:00,1.1343003940260574
2020-07-10 00:00:00+00:00,1.1352535876344827
2020-07-11 00:00:00+00:00,1.1362067812429082
2020-07-12 00:00:00+00:00,1.1371599748513332
2020-07-13 00:00:00+00:00,1.1381131684597585
2020-07-14 00:00:00+00:00,1.1390663620681836
2020-07-15 00:00:00+00:00,1.1400195556766086
2020-07-16 00:00:00+00:00,1.140972749285034
2020-07-17 00:00:00+00:00,1.1419259428934592
2020-07-18 00:00:00+00:00,1.1428791365018844
2020-07-19 00:00:00+00:00,1.1438323301103097
2020-07-20 00:00:00+00:00,1.1447855237187348
2020-07-21 00:00:00+00:00,1.14573871732716
2020-07-22 00:00:00+00:00,1.1466919109355853
2020-07-23 00:00:00+00:00,1.1476451045440108
2020-07-24 00:00:00+00:00,1.148598298152436
2020-07-25 00:00:00+00:00,1.1495514917608614
2020-07-26 00:00:00+00:00,1.1505046853692869
2020-07-27 00:00:00+00:00,1.151457878977712
2020-07-28 00:00:00+00:00,1.1524110725861372
2020-07-29 00:00:00+00:00,1.1533642661945622
2020-07-30 00:00:00+00:00,1.1543174598029875
2020-07-31 00:00:00+00:00,1.155270653411413
2020-08-01 00:00:00+00:00,1.1562238470198383
2020-08-02 00:00:00+00:00,1.1571770406282638
2020-08-03 00:00:00+00:00,1.1581302342366888
2020-08-04 00:00:00+00:00,1.159083427845114
2020-08-05 00:00:00+00:00,1.1600366214535394
2020-08-06 00:00:00+00:00,1.1609898150619646
2020-08-07 00:00:00+00:00,1.1619430086703901
2020-08-08 00:00:00+00:00,1.1628962022788154
2020-08-09 00:00:00+00:00,1.1638493958872407
2020-08-10 00:00:00+00:00,1.1648025894956662
2020-08-11 00:00:00+00:00,1.1657557831040914
2020-08-12 00:00:00+00:00,1.1667089767125167
2020-08-13 00:00:00+00:00,1.167662170320942
2020-08-14 00:00:00+00:00,1.1686153639293673
2020-08-15 00:00:00+00:00,1.1695685575377925
2020-08-16 00:00:00+00:00,1.1705217511462178
2020-08-17 00:00:00+00:00,1.1714749447546433
2020-08-18 00:00:00+00:00,1.1724281383630686
2020-08-19 00:00:00+00:00,1.1733813319714939
2020-08-20 00:00:00+00:00,1.1743345255799191
2020-08-21 00:00:00+00:00,1.1752877191883442
2020-08-22 00:00:00+00:00,1.1762409127967695
2020-08-23 00:00:00+00:00,1.1771941064051945
2020-08-24 00:00:00+00:00,1.1781473000136198
2020-08-25 00:00:00+00:00,1.179100493622045
2020-08-26 00:00:00+00:00,1.1800536872304703
2020-08-27 00:00:00+00:00,1.1810068808388956
2020-08-28 00:00:00+00:00,1.1819600744473209
2020-08-29 00:00:00+00:00,1.1829132680557461
2020-08-30 00:00:00+00:00,1.1838664616641714
2020-08-31 00:00:00+00:00,1.1848196552725967
2020-09-01 00:00:00+00:00,1.185772848881022
2020-09-02 00:00:00+00:00,1.1867260424894472
2020-09-03 00:00:00+00:00,1.1876792360978723
2020-09-04 00:00:00+00:00,1.1886324297062976
2020-09-05 00:00:00+00:00,1.1895856233147228
2020-09-06 00:00:00+00:00,1.1905388169231483
2020-09-07 00:00:00+00:00,1.1914920105315736
2020-09-08 00:00:00+00:00,1.1924452041399987
2020-09-09 00:00:00+00:00,1.193398397748424
2020-09-10 00:00:00+00:00,1.194351591356849
2020-09-11 00:00:00+00:00,1.1953047849652743
2020-09-12 00:00:00+00:00,1.1962579785736995
2020-09-13 00:00:00+00:00,1.1972111721821246
2020-09-14 00:00:00+00:00,1.19816436579055
2020-09-15 00:00:00+00:00,1.1991175593989751
2020-09-16 00:00:00+00:00,1.2000707530074004
2020-09-17 00:00:00+00:00,1.2010239466158257
2020-09-18 00:00:00+00:00,1.201977140224251
2020-09-19 00:00:00+00:00,1.2029303338326762
2020-09-20 00:00:00+00:00,1.2038835274411015
2020-09-21 00:00:00+00:00,1.204836721049527
2020-09-22 00:00:00+00:00,1.205789914657952
2020-09-23 00:00:00+00:00,1.2067431082663773
2020-09-24 00:00:00+00:00,1.2076963018748026
2020-09-25 00:00:00+00:00,1.2086494954832276
2020-09-26 00:00:00+00:00,1.209602689091653
2020-09-27 00:00:00+00:00,1.210555882700078
2020-09-28 00:00:00+00:00,1.211509076308503
2020-09-29 00:00:00+00:00,1.2124622699169285
2020-09-30 00:00:00+00:00,1.2134154635253538
2020-10-01 00:00:00+00:00,1.214368657133779
2020-10-02 00:00:00+00:00,1.2153218507422043
2020-10-03 00:00:00+00:00,1.2162750443506296
2020-10-04 00:00:00+00:00,1.2172282379590549
2020-10-05 00:00:00+00:00,1.2181814315674802
2020-10-06 00:00:00+00:00,1.2191346251759057
2020-10-07 00:00:00+00:00,1.220087818784331
2020-10-08 00:00:00+00:00,1.2210410123927562
2020-10-09 00:00:00+00:00,1.2219942060011815
2020-10-10 00:00:00+00:00,1.222947399609607
2020-10-11 00:00:00+00:00,1.2239005932180322
2020-10-12 00:00:00+00:00,1.2248537868264575
2020-10-13 00:00:00+00:00,1.2258069804348828
2020-10-14 00:00:00+00:00,1.226760174043308
2020-10-15 00:00:00+00:00,1.2277133676517336
2020-10-16 00:00:00+00:00,1.2286665612601588
2020-10-17 00:00:00+00:00,1.229619754868584
2020-10-18 00:00:00+00:00,1.2305729484770092
2020-10-19 00:00:00+00:00,1.2315261420854344
2020-10-20 00:00:00+00:00,1.23247933569386
2020-10-21 00:00:00+00:00,1.2334325293022852
2020-10-22 00:00:00+00:00,1.2343857229107105
2020-10-23 00:00:00+00:00,1.2353389165191355
2020-10-24 00:00:00+00:00,1.2362921101275608
2020-10-25 00:00:00+00:00,1.2372453037359863
2020-10-26 00:00:00+00:00,1.2381984973444116
